Node,Number of Visits,Relative Importance Score,%
5152,11383,0.00011383,0.011383
4162,11382,0.00011382,0.011382
160,11381,0.00011381,0.011380999999999999
2301,11381,0.00011381,0.011380999999999999
2926,11381,0.00011381,0.011380999999999999
4579,11381,0.00011381,0.011380999999999999
4353,11379,0.00011379,0.011379
3289,11378,0.00011378,0.011378
2586,11377,0.00011377,0.011377
1686,11377,0.00011377,0.011377
3812,11377,0.00011377,0.011377
5670,11377,0.00011377,0.011377
3597,11375,0.00011375,0.011375
1346,11374,0.00011374,0.011374
4246,11374,0.00011374,0.011374
5214,11374,0.00011374,0.011374
4682,11373,0.00011373,0.011373
3324,11372,0.00011372,0.011372
4482,11371,0.00011371,0.011371
4777,11369,0.00011369,0.011369
4977,11369,0.00011369,0.011369
2969,11368,0.00011368,0.011368
3254,11368,0.00011368,0.011368
3239,11367,0.00011367,0.011367
3445,11367,0.00011367,0.011367
2675,11365,0.00011365,0.011365
3401,11365,0.00011365,0.011365
1813,11365,0.00011365,0.011365
4827,11365,0.00011365,0.011365
2438,11364,0.00011364,0.011364
4666,11364,0.00011364,0.011364
4860,11364,0.00011364,0.011364
5424,11364,0.00011364,0.011364
1966,11362,0.00011362,0.011362
4974,11361,0.00011361,0.011361000000000001
5613,11361,0.00011361,0.011361000000000001
4376,11359,0.00011359,0.011359000000000001
5246,11358,0.00011358,0.011358
2521,11357,0.00011357,0.011356999999999999
2800,11357,0.00011357,0.011356999999999999
3753,11357,0.00011357,0.011356999999999999
6299,11357,0.00011357,0.011356999999999999
670,11356,0.00011356,0.011356
4410,11356,0.00011356,0.011356
333,11355,0.00011355,0.011354999999999999
5262,11355,0.00011355,0.011354999999999999
2921,11354,0.00011354,0.011354
5493,11354,0.00011354,0.011354
1970,11353,0.00011353,0.011353
4348,11353,0.00011353,0.011353
5935,11353,0.00011353,0.011353
2121,11352,0.00011352,0.011352
4421,11352,0.00011352,0.011352
5893,11352,0.00011352,0.011352
2560,11351,0.00011351,0.011351
4481,11351,0.00011351,0.011351
3278,11350,0.0001135,0.011349999999999999
3627,11350,0.0001135,0.011349999999999999
5457,11350,0.0001135,0.011349999999999999
3160,11349,0.00011349,0.011349
5957,11349,0.00011349,0.011349
5777,11348,0.00011348,0.011348
2632,11347,0.00011347,0.011347
4386,11347,0.00011347,0.011347
5198,11347,0.00011347,0.011347
1172,11346,0.00011346,0.011346
3210,11346,0.00011346,0.011346
5399,11346,0.00011346,0.011346
5458,11346,0.00011346,0.011346
5669,11346,0.00011346,0.011346
5015,11344,0.00011344,0.011344
939,11344,0.00011344,0.011344
1737,11344,0.00011344,0.011344
4780,11344,0.00011344,0.011344
2801,11343,0.00011343,0.011343
4763,11342,0.00011342,0.011342
457,11341,0.00011341,0.011341
1277,11340,0.0001134,0.011340000000000001
4350,11340,0.0001134,0.011340000000000001
4941,11340,0.0001134,0.011340000000000001
2929,11339,0.00011339,0.011339
5165,11339,0.00011339,0.011339
4184,11339,0.00011339,0.011339
4737,11339,0.00011339,0.011339
3026,11338,0.00011338,0.011338
3604,11338,0.00011338,0.011338
4823,11338,0.00011338,0.011338
5148,11338,0.00011338,0.011338
5605,11338,0.00011338,0.011338
5799,11338,0.00011338,0.011338
5780,11337,0.00011337,0.011337
4730,11337,0.00011337,0.011337
3943,11336,0.00011336,0.011336
4634,11336,0.00011336,0.011336
2012,11335,0.00011335,0.011335
656,11335,0.00011335,0.011335
3703,11335,0.00011335,0.011335
3830,11334,0.00011334,0.011334
865,11333,0.00011333,0.011333
1725,11333,0.00011333,0.011333
4106,11333,0.00011333,0.011333
5054,11333,0.00011333,0.011333
3800,11331,0.00011331,0.011330999999999999
3623,11331,0.00011331,0.011330999999999999
5391,11331,0.00011331,0.011330999999999999
5800,11331,0.00011331,0.011330999999999999
4816,11330,0.0001133,0.01133
2484,11328,0.00011328,0.011328
5384,11328,0.00011328,0.011328
5164,11327,0.00011327,0.011327
4384,11326,0.00011326,0.011326
5309,11326,0.00011326,0.011326
5662,11326,0.00011326,0.011326
5275,11325,0.00011325,0.011325
4569,11324,0.00011324,0.011323999999999999
687,11323,0.00011323,0.011323
1514,11323,0.00011323,0.011323
5938,11323,0.00011323,0.011323
5007,11323,0.00011323,0.011323
6084,11323,0.00011323,0.011323
306,11322,0.00011322,0.011322
1639,11322,0.00011322,0.011322
1687,11322,0.00011322,0.011322
2674,11321,0.00011321,0.011321
277,11320,0.0001132,0.01132
3689,11320,0.0001132,0.01132
4728,11320,0.0001132,0.01132
3628,11319,0.00011319,0.011319000000000001
5544,11319,0.00011319,0.011319000000000001
19,11318,0.00011318,0.011318
5778,11318,0.00011318,0.011318
5132,11318,0.00011318,0.011318
4808,11317,0.00011317,0.011317
5215,11317,0.00011317,0.011317
4952,11316,0.00011316,0.011316
3360,11315,0.00011315,0.011315
5625,11315,0.00011315,0.011315
927,11313,0.00011313,0.011313
5342,11313,0.00011313,0.011313
5660,11313,0.00011313,0.011313
6252,11313,0.00011313,0.011313
5005,11312,0.00011312,0.011312000000000001
5330,11312,0.00011312,0.011312000000000001
2473,11311,0.00011311,0.011311
1558,11311,0.00011311,0.011311
3494,11311,0.00011311,0.011311
3947,11311,0.00011311,0.011311
4627,11311,0.00011311,0.011311
4108,11310,0.0001131,0.01131
5273,11310,0.0001131,0.01131
2714,11309,0.00011309,0.011309
5062,11309,0.00011309,0.011309
3203,11307,0.00011307,0.011307
4542,11307,0.00011307,0.011307
3315,11306,0.00011306,0.011306
1841,11305,0.00011305,0.011304999999999999
615,11304,0.00011304,0.011304
2855,11304,0.00011304,0.011304
4968,11304,0.00011304,0.011304
6251,11304,0.00011304,0.011304
3492,11303,0.00011303,0.011302999999999999
4585,11303,0.00011303,0.011302999999999999
4778,11303,0.00011303,0.011302999999999999
3406,11300,0.000113,0.0113
4697,11300,0.000113,0.0113
4938,11300,0.000113,0.0113
3941,11299,0.00011299,0.011299
5658,11299,0.00011299,0.011299
688,11298,0.00011298,0.011298
3428,11298,0.00011298,0.011298
4198,11298,0.00011298,0.011298
5201,11297,0.00011297,0.011297
5302,11297,0.00011297,0.011297
2659,11296,0.00011296,0.011296
3532,11296,0.00011296,0.011296
4705,11296,0.00011296,0.011296
5354,11296,0.00011296,0.011296
4574,11294,0.00011294,0.011294
5103,11294,0.00011294,0.011294
6115,11294,0.00011294,0.011294
5665,11293,0.00011293,0.011293000000000001
4543,11292,0.00011292,0.011292
5396,11291,0.00011291,0.011291
3458,11290,0.0001129,0.011290000000000001
4931,11290,0.0001129,0.011290000000000001
1633,11289,0.00011289,0.011289
5151,11289,0.00011289,0.011289
987,11288,0.00011288,0.011288000000000001
2998,11288,0.00011288,0.011288000000000001
3063,11288,0.00011288,0.011288000000000001
3464,11288,0.00011288,0.011288000000000001
4547,11288,0.00011288,0.011288000000000001
5772,11288,0.00011288,0.011288000000000001
6255,11288,0.00011288,0.011288000000000001
2352,11286,0.00011286,0.011286000000000001
1844,11286,0.00011286,0.011286000000000001
3297,11286,0.00011286,0.011286000000000001
4742,11286,0.00011286,0.011286000000000001
3965,11285,0.00011285,0.011285
2715,11284,0.00011284,0.011283999999999999
794,11284,0.00011284,0.011283999999999999
3864,11284,0.00011284,0.011283999999999999
5433,11284,0.00011284,0.011283999999999999
3938,11283,0.00011283,0.011283
4999,11283,0.00011283,0.011283
5455,11283,0.00011283,0.011283
5770,11283,0.00011283,0.011283
5071,11282,0.00011282,0.011281999999999999
5928,11282,0.00011282,0.011281999999999999
5109,11281,0.00011281,0.011281
827,11280,0.0001128,0.01128
2019,11279,0.00011279,0.011278999999999999
4902,11279,0.00011279,0.011278999999999999
2290,11278,0.00011278,0.011278
4404,11278,0.00011278,0.011278
4616,11278,0.00011278,0.011278
3438,11277,0.00011277,0.011277
4805,11277,0.00011277,0.011277
5400,11277,0.00011277,0.011277
3040,11276,0.00011276,0.011276
2144,11275,0.00011275,0.011275
2682,11275,0.00011275,0.011275
4379,11275,0.00011275,0.011275
5410,11275,0.00011275,0.011275
2372,11274,0.00011274,0.011274
580,11274,0.00011274,0.011274
5924,11274,0.00011274,0.011274
1819,11273,0.00011273,0.011273
5661,11273,0.00011273,0.011273
5865,11273,0.00011273,0.011273
3267,11272,0.00011272,0.011272
3311,11272,0.00011272,0.011272
4057,11272,0.00011272,0.011272
4509,11272,0.00011272,0.011272
5551,11272,0.00011272,0.011272
6282,11272,0.00011272,0.011272
1283,11270,0.0001127,0.01127
3691,11270,0.0001127,0.01127
5659,11270,0.0001127,0.01127
3451,11269,0.00011269,0.011269
4147,11268,0.00011268,0.011268
5271,11268,0.00011268,0.011268
783,11267,0.00011267,0.011267000000000001
6047,11267,0.00011267,0.011267000000000001
6089,11267,0.00011267,0.011267000000000001
5210,11266,0.00011266,0.011266
5401,11266,0.00011266,0.011266
5422,11266,0.00011266,0.011266
2455,11265,0.00011265,0.011265
1771,11265,0.00011265,0.011265
5443,11265,0.00011265,0.011265
6257,11265,0.00011265,0.011265
2754,11264,0.00011264,0.011264
1440,11264,0.00011264,0.011264
3887,11264,0.00011264,0.011264
5910,11264,0.00011264,0.011264
3381,11262,0.00011262,0.011262
4572,11262,0.00011262,0.011262
1605,11261,0.00011261,0.011261
5163,11261,0.00011261,0.011261
4283,11261,0.00011261,0.011261
5365,11261,0.00011261,0.011261
5553,11261,0.00011261,0.011261
5839,11261,0.00011261,0.011261
5332,11259,0.00011259,0.011259
5693,11259,0.00011259,0.011259
5256,11258,0.00011258,0.011257999999999999
4831,11257,0.00011257,0.011257
5356,11257,0.00011257,0.011257
5586,11257,0.00011257,0.011257
1399,11256,0.00011256,0.011256
3528,11256,0.00011256,0.011256
4862,11256,0.00011256,0.011256
4863,11256,0.00011256,0.011256
375,11255,0.00011255,0.011255
6134,11255,0.00011255,0.011255
273,11254,0.00011254,0.011254
4398,11254,0.00011254,0.011254
4722,11254,0.00011254,0.011254
4933,11254,0.00011254,0.011254
2003,11252,0.00011252,0.011252
4228,11252,0.00011252,0.011252
5322,11251,0.00011251,0.011251
526,11250,0.0001125,0.01125
4174,11250,0.0001125,0.01125
5698,11250,0.0001125,0.01125
37,11249,0.00011249,0.011249
5227,11249,0.00011249,0.011249
3043,11248,0.00011248,0.011248
3686,11248,0.00011248,0.011248
4995,11248,0.00011248,0.011248
608,11247,0.00011247,0.011247
1483,11247,0.00011247,0.011247
5131,11247,0.00011247,0.011247
6243,11247,0.00011247,0.011247
4367,11246,0.00011246,0.011246
4506,11246,0.00011246,0.011246
4536,11246,0.00011246,0.011246
4948,11246,0.00011246,0.011246
5506,11246,0.00011246,0.011246
5695,11246,0.00011246,0.011246
2346,11245,0.00011245,0.011245
1799,11245,0.00011245,0.011245
5265,11245,0.00011245,0.011245
3333,11244,0.00011244,0.011244
4157,11244,0.00011244,0.011244
4274,11244,0.00011244,0.011244
6037,11244,0.00011244,0.011244
5543,11244,0.00011244,0.011244
2363,11243,0.00011243,0.011243000000000001
5795,11243,0.00011243,0.011243000000000001
6054,11243,0.00011243,0.011243000000000001
6277,11243,0.00011243,0.011243000000000001
3688,11242,0.00011242,0.011242
4971,11242,0.00011242,0.011242
5666,11242,0.00011242,0.011242
5997,11242,0.00011242,0.011242
2483,11241,0.00011241,0.011241000000000001
1774,11241,0.00011241,0.011241000000000001
3832,11241,0.00011241,0.011241000000000001
4611,11240,0.0001124,0.01124
2623,11239,0.00011239,0.011239
3920,11239,0.00011239,0.011239
4900,11239,0.00011239,0.011239
4991,11238,0.00011238,0.011238
6031,11238,0.00011238,0.011238
1238,11237,0.00011237,0.011237
5694,11237,0.00011237,0.011237
1995,11235,0.00011235,0.011234999999999998
2142,11235,0.00011235,0.011234999999999998
5112,11235,0.00011235,0.011234999999999998
5640,11235,0.00011235,0.011234999999999998
5855,11235,0.00011235,0.011234999999999998
4858,11234,0.00011234,0.011234
4498,11232,0.00011232,0.011231999999999999
4620,11232,0.00011232,0.011231999999999999
5260,11232,0.00011232,0.011231999999999999
6286,11232,0.00011232,0.011231999999999999
2856,11231,0.00011231,0.011231
5280,11231,0.00011231,0.011231
5460,11231,0.00011231,0.011231
4647,11230,0.0001123,0.01123
5956,11230,0.0001123,0.01123
2688,11229,0.00011229,0.011229
3541,11229,0.00011229,0.011229
3939,11229,0.00011229,0.011229
4743,11228,0.00011228,0.011228
2242,11227,0.00011227,0.011227
2741,11227,0.00011227,0.011227
6284,11227,0.00011227,0.011227
2514,11226,0.00011226,0.011226
2696,11226,0.00011226,0.011226
4775,11226,0.00011226,0.011226
1641,11225,0.00011225,0.011225
5667,11225,0.00011225,0.011225
2924,11224,0.00011224,0.011224
4963,11224,0.00011224,0.011224
5087,11224,0.00011224,0.011224
5809,11224,0.00011224,0.011224
6043,11224,0.00011224,0.011224
5326,11223,0.00011223,0.011223
5259,11223,0.00011223,0.011223
5274,11223,0.00011223,0.011223
4833,11222,0.00011222,0.011222000000000001
4954,11222,0.00011222,0.011222000000000001
5527,11222,0.00011222,0.011222000000000001
6285,11222,0.00011222,0.011222000000000001
1640,11221,0.00011221,0.011221
5324,11221,0.00011221,0.011221
4030,11220,0.0001122,0.01122
4182,11219,0.00011219,0.011219
4505,11219,0.00011219,0.011219
5803,11219,0.00011219,0.011219
5875,11219,0.00011219,0.011219
3330,11218,0.00011218,0.011218
185,11217,0.00011217,0.011217000000000001
4188,11217,0.00011217,0.011217000000000001
5585,11216,0.00011216,0.011216
515,11215,0.00011215,0.011215000000000001
5320,11215,0.00011215,0.011215000000000001
5382,11215,0.00011215,0.011215000000000001
5668,11215,0.00011215,0.011215000000000001
3013,11214,0.00011214,0.011214
3638,11214,0.00011214,0.011214
4561,11214,0.00011214,0.011214
5430,11214,0.00011214,0.011214
6090,11214,0.00011214,0.011214
3880,11213,0.00011213,0.011213
6256,11213,0.00011213,0.011213
278,11212,0.00011212,0.011212
304,11212,0.00011212,0.011212
5639,11212,0.00011212,0.011212
5643,11212,0.00011212,0.011212
4480,11210,0.0001121,0.01121
4913,11210,0.0001121,0.01121
5939,11210,0.0001121,0.01121
5582,11210,0.0001121,0.01121
3584,11209,0.00011209,0.011209
4724,11209,0.00011209,0.011209
5968,11209,0.00011209,0.011209
4127,11208,0.00011208,0.011208
5663,11208,0.00011208,0.011208
569,11207,0.00011207,0.011207
5725,11207,0.00011207,0.011207
4387,11206,0.00011206,0.011205999999999999
5522,11206,0.00011206,0.011205999999999999
5624,11206,0.00011206,0.011205999999999999
5793,11206,0.00011206,0.011205999999999999
5863,11206,0.00011206,0.011205999999999999
5905,11206,0.00011206,0.011205999999999999
5932,11206,0.00011206,0.011205999999999999
861,11205,0.00011205,0.011205
4163,11205,0.00011205,0.011205
4773,11205,0.00011205,0.011205
6117,11205,0.00011205,0.011205
1938,11204,0.00011204,0.011204
3512,11204,0.00011204,0.011204
4905,11204,0.00011204,0.011204
5876,11204,0.00011204,0.011204
5682,11203,0.00011203,0.011203
5736,11203,0.00011203,0.011203
6132,11202,0.00011202,0.011202
1416,11202,0.00011202,0.011202
1736,11202,0.00011202,0.011202
3762,11202,0.00011202,0.011202
6249,11202,0.00011202,0.011202
2549,11201,0.00011201,0.011201000000000001
1495,11201,0.00011201,0.011201000000000001
3361,11201,0.00011201,0.011201000000000001
6080,11201,0.00011201,0.011201000000000001
497,11200,0.000112,0.0112
565,11200,0.000112,0.0112
3012,11200,0.000112,0.0112
3711,11200,0.000112,0.0112
4385,11200,0.000112,0.0112
3036,11199,0.00011199,0.011199
1253,11199,0.00011199,0.011199
4621,11199,0.00011199,0.011199
4886,11199,0.00011199,0.011199
5596,11199,0.00011199,0.011199
6283,11199,0.00011199,0.011199
5684,11198,0.00011198,0.011198
3739,11197,0.00011197,0.011197
3870,11197,0.00011197,0.011197
4590,11197,0.00011197,0.011197
4832,11197,0.00011197,0.011197
5889,11197,0.00011197,0.011197
5031,11197,0.00011197,0.011197
5575,11197,0.00011197,0.011197
5740,11197,0.00011197,0.011197
1057,11196,0.00011196,0.011196000000000001
4859,11196,0.00011196,0.011196000000000001
4964,11196,0.00011196,0.011196000000000001
3131,11195,0.00011195,0.011195
4208,11195,0.00011195,0.011195
4446,11195,0.00011195,0.011195
4662,11195,0.00011195,0.011195
4932,11195,0.00011195,0.011195
5420,11195,0.00011195,0.011195
5845,11195,0.00011195,0.011195
6116,11195,0.00011195,0.011195
4440,11194,0.00011194,0.011194
5077,11194,0.00011194,0.011194
591,11193,0.00011193,0.011193
1149,11193,0.00011193,0.011193
4255,11193,0.00011193,0.011193
4416,11193,0.00011193,0.011193
4488,11193,0.00011193,0.011193
5555,11193,0.00011193,0.011193
372,11192,0.00011192,0.011192
1603,11192,0.00011192,0.011192
3529,11192,0.00011192,0.011192
1871,11192,0.00011192,0.011192
4489,11192,0.00011192,0.011192
5055,11192,0.00011192,0.011192
5389,11192,0.00011192,0.011192
2316,11191,0.00011191,0.011191
1835,11191,0.00011191,0.011191
5533,11190,0.0001119,0.01119
6133,11189,0.00011189,0.011189
4011,11189,0.00011189,0.011189
4232,11189,0.00011189,0.011189
5221,11189,0.00011189,0.011189
5270,11189,0.00011189,0.011189
4496,11188,0.00011188,0.011188
1344,11188,0.00011188,0.011188
3910,11187,0.00011187,0.011186999999999999
6101,11187,0.00011187,0.011186999999999999
5008,11186,0.00011186,0.011186
5234,11186,0.00011186,0.011186
5383,11186,0.00011186,0.011186
5486,11186,0.00011186,0.011186
5726,11186,0.00011186,0.011186
4374,11185,0.00011185,0.011184999999999999
5078,11185,0.00011185,0.011184999999999999
511,11184,0.00011184,0.011184
2680,11184,0.00011184,0.011184
1276,11184,0.00011184,0.011184
4729,11184,0.00011184,0.011184
5066,11184,0.00011184,0.011184
5329,11184,0.00011184,0.011184
6050,11184,0.00011184,0.011184
2233,11183,0.00011183,0.011183
2824,11183,0.00011183,0.011183
2879,11183,0.00011183,0.011183
3873,11183,0.00011183,0.011183
5711,11183,0.00011183,0.011183
6055,11183,0.00011183,0.011183
1013,11182,0.00011182,0.011182
3881,11182,0.00011182,0.011182
5019,11182,0.00011182,0.011182
5683,11182,0.00011182,0.011182
5996,11182,0.00011182,0.011182
590,11180,0.0001118,0.011179999999999999
5561,11180,0.0001118,0.011179999999999999
3985,11179,0.00011179,0.011179
4320,11179,0.00011179,0.011179
6038,11179,0.00011179,0.011179
4990,11178,0.00011178,0.011178
5153,11178,0.00011178,0.011178
5917,11178,0.00011178,0.011178
340,11177,0.00011177,0.011177
5232,11177,0.00011177,0.011177
186,11176,0.00011176,0.011176
1091,11176,0.00011176,0.011176
6230,11176,0.00011176,0.011176
5846,11175,0.00011175,0.011175000000000001
6145,11175,0.00011175,0.011175000000000001
4661,11174,0.00011174,0.011174
4800,11174,0.00011174,0.011174
4807,11173,0.00011173,0.011173
6077,11173,0.00011173,0.011173
3450,11171,0.00011171,0.011171
4401,11171,0.00011171,0.011171
4753,11171,0.00011171,0.011171
5294,11171,0.00011171,0.011171
5587,11171,0.00011171,0.011171
6013,11171,0.00011171,0.011171
166,11170,0.0001117,0.011170000000000001
5072,11170,0.0001117,0.011170000000000001
5929,11170,0.0001117,0.011170000000000001
5257,11169,0.00011169,0.011169
5903,11169,0.00011169,0.011169
6022,11169,0.00011169,0.011169
709,11168,0.00011168,0.011168
3222,11168,0.00011168,0.011168
4119,11168,0.00011168,0.011168
4698,11168,0.00011168,0.011168
2883,11167,0.00011167,0.011167
2917,11167,0.00011167,0.011167
5861,11167,0.00011167,0.011167
5042,11166,0.00011166,0.011166
6167,11166,0.00011166,0.011166
701,11165,0.00011165,0.011165
1795,11165,0.00011165,0.011165
4372,11165,0.00011165,0.011165
4674,11165,0.00011165,0.011165
5444,11165,0.00011165,0.011165
5516,11164,0.00011164,0.011164
4715,11164,0.00011164,0.011164
5111,11164,0.00011164,0.011164
5631,11164,0.00011164,0.011164
2987,11163,0.00011163,0.011163
1585,11163,0.00011163,0.011163
1660,11163,0.00011163,0.011163
3889,11163,0.00011163,0.011163
4792,11163,0.00011163,0.011163
4901,11163,0.00011163,0.011163
5411,11162,0.00011162,0.011162
5891,11161,0.00011161,0.011160999999999999
5768,11161,0.00011161,0.011160999999999999
1769,11160,0.0001116,0.01116
4460,11160,0.0001116,0.01116
5240,11160,0.0001116,0.01116
5233,11160,0.0001116,0.01116
588,11158,0.00011158,0.011158
1732,11158,0.00011158,0.011158
5691,11158,0.00011158,0.011158
6033,11157,0.00011157,0.011157
2727,11156,0.00011156,0.011156
1147,11156,0.00011156,0.011156
4429,11156,0.00011156,0.011156
5079,11156,0.00011156,0.011156
5439,11156,0.00011156,0.011156
1145,11155,0.00011155,0.011155
3074,11155,0.00011155,0.011155
5075,11154,0.00011154,0.011154
5864,11154,0.00011154,0.011154
2910,11153,0.00011153,0.011153
6196,11153,0.00011153,0.011153
1244,11152,0.00011152,0.011152
5145,11152,0.00011152,0.011152
530,11151,0.00011151,0.011151
5827,11151,0.00011151,0.011151
6076,11151,0.00011151,0.011151
3011,11150,0.0001115,0.01115
5416,11150,0.0001115,0.01115
6114,11150,0.0001115,0.01115
1964,11149,0.00011149,0.011149000000000001
225,11149,0.00011149,0.011149000000000001
4294,11149,0.00011149,0.011149000000000001
5853,11149,0.00011149,0.011149000000000001
5438,11149,0.00011149,0.011149000000000001
5755,11149,0.00011149,0.011149000000000001
2725,11148,0.00011148,0.011148
5252,11148,0.00011148,0.011148
5709,11148,0.00011148,0.011148
2101,11147,0.00011147,0.011147
5010,11147,0.00011147,0.011147
5530,11147,0.00011147,0.011147
2989,11146,0.00011146,0.011146
4936,11146,0.00011146,0.011146
5408,11146,0.00011146,0.011146
5579,11146,0.00011146,0.011146
5621,11146,0.00011146,0.011146
5707,11146,0.00011146,0.011146
5602,11145,0.00011145,0.011145
6276,11145,0.00011145,0.011145
1174,11144,0.00011144,0.011144000000000001
4612,11144,0.00011144,0.011144000000000001
5848,11144,0.00011144,0.011144000000000001
4949,11144,0.00011144,0.011144000000000001
6147,11144,0.00011144,0.011144000000000001
1012,11143,0.00011143,0.011143
1857,11143,0.00011143,0.011143
3723,11143,0.00011143,0.011143
3901,11143,0.00011143,0.011143
4452,11143,0.00011143,0.011143
3493,11142,0.00011142,0.011142
4027,11142,0.00011142,0.011142
6092,11142,0.00011142,0.011142
2832,11141,0.00011141,0.011141
1622,11141,0.00011141,0.011141
3591,11141,0.00011141,0.011141
5064,11141,0.00011141,0.011141
4226,11140,0.0001114,0.01114
4887,11140,0.0001114,0.01114
5027,11140,0.0001114,0.01114
5739,11140,0.0001114,0.01114
1046,11139,0.00011139,0.011139
3090,11139,0.00011139,0.011139
3869,11139,0.00011139,0.011139
2834,11137,0.00011137,0.011137
4142,11137,0.00011137,0.011137
5608,11137,0.00011137,0.011137
6064,11137,0.00011137,0.011137
6253,11137,0.00011137,0.011137
3761,11136,0.00011136,0.011136
5687,11136,0.00011136,0.011136
1360,11135,0.00011135,0.011134999999999999
5360,11135,0.00011135,0.011134999999999999
6263,11135,0.00011135,0.011134999999999999
1210,11134,0.00011134,0.011134
6298,11134,0.00011134,0.011134
5526,11133,0.00011133,0.011133
6128,11133,0.00011133,0.011133
5728,11132,0.00011132,0.011132
1285,11131,0.00011131,0.011131
1823,11131,0.00011131,0.011131
5413,11131,0.00011131,0.011131
1996,11130,0.0001113,0.01113
1011,11130,0.0001113,0.01113
4444,11130,0.0001113,0.01113
6112,11130,0.0001113,0.01113
6193,11130,0.0001113,0.01113
595,11129,0.00011129,0.011129
4417,11129,0.00011129,0.011129
5832,11129,0.00011129,0.011129
5936,11129,0.00011129,0.011129
1008,11128,0.00011128,0.011128
2983,11128,0.00011128,0.011128
5737,11128,0.00011128,0.011128
5904,11128,0.00011128,0.011128
1225,11127,0.00011127,0.011127
1242,11127,0.00011127,0.011127
3505,11127,0.00011127,0.011127
5797,11127,0.00011127,0.011127
4650,11127,0.00011127,0.011127
5160,11127,0.00011127,0.011127
6045,11127,0.00011127,0.011127
1508,11126,0.00011126,0.011126
5794,11126,0.00011126,0.011126
6067,11126,0.00011126,0.011126
6153,11126,0.00011126,0.011126
6066,11125,0.00011125,0.011125
6154,11124,0.00011124,0.011124
5782,11123,0.00011123,0.011123000000000001
1965,11122,0.00011122,0.011122
4937,11122,0.00011122,0.011122
5874,11122,0.00011122,0.011122
1621,11121,0.00011121,0.011121
5646,11121,0.00011121,0.011121
4144,11120,0.0001112,0.011120000000000001
4329,11120,0.0001112,0.011120000000000001
4651,11120,0.0001112,0.011120000000000001
5859,11120,0.0001112,0.011120000000000001
5750,11118,0.00011118,0.011118
6261,11118,0.00011118,0.011118
2988,11117,0.00011117,0.011117
4790,11117,0.00011117,0.011117
5020,11117,0.00011117,0.011117
5836,11117,0.00011117,0.011117
2172,11116,0.00011116,0.011116
3130,11116,0.00011116,0.011116
3265,11116,0.00011116,0.011116
5513,11116,0.00011116,0.011116
5622,11116,0.00011116,0.011116
1643,11115,0.00011115,0.011115
4252,11114,0.00011114,0.011113999999999999
4554,11114,0.00011114,0.011113999999999999
5397,11114,0.00011114,0.011113999999999999
6105,11114,0.00011114,0.011113999999999999
1241,11113,0.00011113,0.011113
4243,11113,0.00011113,0.011113
5488,11112,0.00011112,0.011112
6057,11112,0.00011112,0.011112
6246,11112,0.00011112,0.011112
1282,11111,0.00011111,0.011111
3909,11111,0.00011111,0.011111
320,11110,0.0001111,0.01111
5830,11110,0.0001111,0.01111
2807,11109,0.00011109,0.011108999999999999
5298,11109,0.00011109,0.011108999999999999
1843,11108,0.00011108,0.011108
1518,11108,0.00011108,0.011108
3560,11108,0.00011108,0.011108
5313,11108,0.00011108,0.011108
6044,11108,0.00011108,0.011108
6048,11108,0.00011108,0.011108
6254,11108,0.00011108,0.011108
6109,11107,0.00011107,0.011107
592,11106,0.00011106,0.011106
3353,11106,0.00011106,0.011106
3872,11106,0.00011106,0.011106
4456,11106,0.00011106,0.011106
5421,11106,0.00011106,0.011106
5798,11106,0.00011106,0.011106
3025,11105,0.00011105,0.011105
3817,11105,0.00011105,0.011105
4637,11105,0.00011105,0.011105
5167,11105,0.00011105,0.011105
5225,11104,0.00011104,0.011104
5689,11104,0.00011104,0.011104
441,11103,0.00011103,0.011103
4791,11103,0.00011103,0.011103
5445,11103,0.00011103,0.011103
5654,11103,0.00011103,0.011103
5701,11103,0.00011103,0.011103
6131,11102,0.00011102,0.011102
5202,11102,0.00011102,0.011102
5985,11102,0.00011102,0.011102
5990,11102,0.00011102,0.011102
5959,11101,0.00011101,0.011101
5362,11101,0.00011101,0.011101
5927,11101,0.00011101,0.011101
6280,11101,0.00011101,0.011101
1014,11100,0.000111,0.0111
3774,11100,0.000111,0.0111
5426,11100,0.000111,0.0111
5681,11100,0.000111,0.0111
5817,11100,0.000111,0.0111
6030,11099,0.00011099,0.011099000000000001
6056,11099,0.00011099,0.011099000000000001
1045,11098,0.00011098,0.011098
1634,11098,0.00011098,0.011098
3704,11098,0.00011098,0.011098
5340,11098,0.00011098,0.011098
5902,11098,0.00011098,0.011098
4785,11097,0.00011097,0.011097000000000001
5180,11097,0.00011097,0.011097000000000001
2990,11096,0.00011096,0.011096
3154,11096,0.00011096,0.011096
4989,11096,0.00011096,0.011096
5021,11096,0.00011096,0.011096
6088,11096,0.00011096,0.011096
6178,11096,0.00011096,0.011096
6234,11096,0.00011096,0.011096
4748,11095,0.00011095,0.011095
4685,11094,0.00011094,0.011094
5251,11094,0.00011094,0.011094
5912,11094,0.00011094,0.011094
6190,11094,0.00011094,0.011094
5509,11093,0.00011093,0.011093
5619,11093,0.00011093,0.011093
6104,11093,0.00011093,0.011093
1586,11092,0.00011092,0.011092
4313,11092,0.00011092,0.011092
4544,11092,0.00011092,0.011092
4819,11092,0.00011092,0.011092
903,11091,0.00011091,0.011091
663,11089,0.00011089,0.011089
3502,11089,0.00011089,0.011089
4736,11089,0.00011089,0.011089
